var1	name	position	team	games	season	season_start	age	salary	goals	assists	goals_sixty	assists_sixty	toi	shots	corsifor	corsiagainst	corsi	pdo	cfrel_percent	age_sq	lagged_pdo	lagged_goals	lagged_cfrel_percent	lagged_shots	lagged_assists	lagged_toi
1072	"Ryan.Carter"	"C"	"N.J"	44	2.0e+07	2012	29	"0.75"	5	7	.58	.81	516.67	53	422	343	79	97.01	-.97	841	98.37	9	-6.85	60	5	891.43
1073	"Ryan.Carter"	"C"	"N.J"	62	2.0e+07	2013	30	"0.8"	7	2	.65	.19	641.6	59	447	425	22	96.76	-4.51	900	97.01	5	-.97	53	7	516.67
1075	"Ryan.Carter"	"C"	"MIN"	59	2.0e+07	2015	32	"0.625"	6	4	.66	.44	546.72	48	342	540	-198	99.79	-11.9	1024	96.76	7	-4.51	59	2	641.6
2250	"Ryan.Garbutt"	"RL"	"DAL"	81	2.0e+07	2013	28	"0.6"	17	14	1.12	.92	910.24	147	900	848	52	101.96	1.91	784						
2251	"Ryan.Garbutt"	"RL"	"DAL"	67	2.0e+07	2014	29	"1.6"	5	17	.38	1.29	790.17	119	767	775	-8	97.09	-2.44	841	101.96	17	1.91	147	14	910.24
2252	"Ryan.Garbutt"	"RL"	"CHI/ANA"	70	2.0e+07	2015	30	"1.8"	5	5	.43	.43	700.2	107	659	580	79	96.08	2.16	900	97.09	5	-2.44	119	17	790.17
2311	"Ryan.Getzlaf"	"C"	"ANA"	83	2.0e+07	2007	22	"NA"	17	22	.89	1.15	1151.89	104	1029	809	220	103.26	8.87	484						
2312	"Ryan.Getzlaf"	"C"	"ANA"	94	2.0e+07	2008	23	"4.5"	18	37	.75	1.55	1434.35	135	1418	1144	274	101.01	8.62	529	103.26	17	8.87	104	22	1151.89
2313	"Ryan.Getzlaf"	"C"	"ANA"	66	2.0e+07	2009	24	"5.125"	11	32	.63	1.83	1049.63	83	953	930	23	102.48	4.4	576	101.01	18	8.62	135	37	1434.35
2314	"Ryan.Getzlaf"	"C"	"ANA"	73	2.0e+07	2010	25	"5.125"	10	33	.49	1.62	1220.61	72	1030	1122	-92	102.47	4.82	625	102.48	11	4.4	83	32	1049.63
2315	"Ryan.Getzlaf"	"C"	"ANA"	81	2.0e+07	2011	26	"5.75"	4	23	.19	1.07	1286.45	111	1201	1066	135	97.71	6.43	676	102.47	10	4.82	72	33	1220.61
2316	"Ryan.Getzlaf"	"C"	"ANA"	51	2.0e+07	2012	27	"6.125"	7	20	.54	1.53	782.29	71	695	728	-33	102.38	1.74	729	97.71	4	6.43	111	23	1286.45
2317	"Ryan.Getzlaf"	"C"	"ANA"	89	2.0e+07	2013	28	"6.5"	26	40	1.22	1.88	1274.73	132	1186	1168	18	104.12	1.29	784	102.38	7	1.74	71	20	782.29
2318	"Ryan.Getzlaf"	"C"	"ANA"	93	2.0e+07	2014	29	"8.75"	18	42	.8	1.86	1352.1	146	1323	1212	111	100.9	.75	841	104.12	26	1.29	132	40	1274.73
2319	"Ryan.Getzlaf"	"C"	"ANA"	67	2.0e+07	2015	30	"9.25"	3	23	.19	1.43	966.31	98	972	766	206	99.81	3.28	900	100.9	18	.75	146	42	1352.1
3020	"Ryan.Hollweg"	"L"	"NYR"	78	2.0e+07	2007	24	"0.5"	2	2	.2	.2	613.06	60	413	470	-57	94.93	-8.35	576						
3239	"Ryan.Johansen"	"C"	"CBJ"	67	2.0e+07	2011	19	"0.9"	6	11	.5	.92	717.18	66	623	625	-2	99.87	2.34	361						
3240	"Ryan.Johansen"	"C"	"CBJ"	40	2.0e+07	2012	20	"0.9"	5	5	.58	.58	519.75	59	410	515	-105	98.94	-2.52	400	99.87	6	2.34	66	11	717.18
3241	"Ryan.Johansen"	"C"	"CBJ"	88	2.0e+07	2013	21	"0.81"	22	16	1.13	.82	1170.95	156	1075	1054	21	100.5	1.14	441	98.94	5	-2.52	59	5	519.75
3242	"Ryan.Johansen"	"C"	"CBJ"	82	2.0e+07	2014	22	"3"	15	20	.78	1.04	1157.13	112	1030	1136	-106	99.85	.32	484	100.5	22	1.14	156	16	1170.95
3243	"Ryan.Johansen"	"C"	"NSH/CBJ"	71	2.0e+07	2015	23	"3"	9	20	.56	1.24	966.42	97	842	852	-10	102.14	1	529	99.85	15	.32	112	20	1157.13
3276	"Ryan.Johnson"	"C"	"STL"	79	2.0e+07	2007	31	"NA"	4	9	.3	.68	798.48	68	526	693	-167	99.31	-5.3	961						
3277	"Ryan.Johnson"	"C"	"VAN"	71	2.0e+07	2008	32	"1.1"	2	7	.22	.78	537.61	19	306	513	-207	102.39	-13.56	1024	99.31	4	-5.3	68	9	798.48
3328	"Ryan.Jones"	"RL"	"EDM"	81	2.0e+07	2010	26	"0.975"	15	4	1.06	.28	851.37	80	608	853	-245	100.6	-6.08	676						
3329	"Ryan.Jones"	"RL"	"EDM"	79	2.0e+07	2011	27	"1.5"	10	12	.64	.77	934.17	111	790	925	-135	98.94	-1.49	729	100.6	15	-6.08	80	4	851.37
3501	"Ryan.Kesler"	"C"	"VAN"	80	2.0e+07	2007	23	"1.75"	13	11	.77	.65	1015.95	116	835	853	-18	100.01	1.66	529						
3502	"Ryan.Kesler"	"C"	"VAN"	91	2.0e+07	2008	24	"1.75"	15	21	.78	1.09	1156.03	125	999	958	41	100.53	2.86	576	100.01	13	1.66	116	11	1015.95
3503	"Ryan.Kesler"	"C"	"VAN"	94	2.0e+07	2009	25	"1.75"	11	37	.52	1.76	1262.71	143	1264	1055	209	99.35	3.66	625	100.53	15	2.86	125	21	1156.03
3504	"Ryan.Kesler"	"C"	"VAN"	107	2.0e+07	2010	26	"5"	22	21	.88	.84	1501.4	191	1633	1247	386	100.85	6.02	676	99.35	11	3.66	143	37	1262.71
3505	"Ryan.Kesler"	"C"	"VAN"	82	2.0e+07	2011	27	"5"	10	13	.54	.7	1114.33	134	1187	931	256	100.82	4.66	729	100.85	22	6.02	191	21	1501.4
3507	"Ryan.Kesler"	"C"	"VAN"	77	2.0e+07	2013	29	"5"	14	11	.73	.58	1145.55	122	1155	1049	106	99.56	1.64	841	100.82	10	4.66	134	13	1114.33
3508	"Ryan.Kesler"	"C"	"ANA"	97	2.0e+07	2014	30	"5"	15	20	.66	.88	1363.82	134	1314	1257	57	99.99	-.33	900	99.56	14	1.64	122	11	1145.55
3509	"Ryan.Kesler"	"C"	"ANA"	72	2.0e+07	2015	31	"5"	10	10	.6	.6	995.46	94	963	826	137	98.19	1.19	961	99.99	15	-.33	134	20	1363.82
4265	"Ryan.Malone"	"LR"	"PIT"	97	2.0e+07	2007	27	"NA"	16	22	.79	1.08	1217.91	123	1028	1143	-115	103.41	2.71	729						
4266	"Ryan.Malone"	"LR"	"T.B"	70	2.0e+07	2008	28	"6"	18	15	1.33	1.11	812.8	71	721	673	48	102.22	5.04	784	103.41	16	2.71	123	22	1217.91
4267	"Ryan.Malone"	"LR"	"T.B"	68	2.0e+07	2009	29	"6"	12	16	.83	1.1	870.48	96	767	851	-84	99.55	-.55	841	102.22	18	5.04	71	15	812.8
4268	"Ryan.Malone"	"LR"	"T.B"	72	2.0e+07	2010	30	"6"	6	17	.42	1.2	852.58	108	818	768	50	98.62	1.38	900	99.55	12	-.55	96	16	870.48
4269	"Ryan.Malone"	"LR"	"T.B"	68	2.0e+07	2011	31	"5.5"	12	17	.77	1.1	930.08	89	796	907	-111	100.33	-.36	961	98.62	6	1.38	108	17	852.58
4271	"Ryan.Malone"	"LR"	"T.B"	57	2.0e+07	2013	33	"2.5"	4	7	.41	.71	591.41	71	538	529	9	97.95	1.2	1089	100.33	12	-.36	89	17	930.08
5008	"Ryan.Nugent-Hopkins"	"C"	"EDM"	62	2.0e+07	2011	18	"0.925"	14	14	.98	.98	857.92	86	782	827	-45	102.08	2.35	324						
5009	"Ryan.Nugent-Hopkins"	"C"	"EDM"	40	2.0e+07	2012	19	"0.925"	2	9	.2	.91	591.19	55	555	558	-3	100.05	7.82	361	102.08	14	2.35	86	14	857.92
5010	"Ryan.Nugent-Hopkins"	"C"	"EDM"	80	2.0e+07	2013	20	"0.925"	11	20	.56	1.01	1187.97	104	1012	1241	-229	100.31	1.07	400	100.05	2	7.82	55	9	591.19
5011	"Ryan.Nugent-Hopkins"	"C"	"EDM"	76	2.0e+07	2014	21	"6"	19	18	.98	.93	1159.08	117	1072	1077	-5	98.93	2.65	441	100.31	11	1.07	104	20	1187.97
5012	"Ryan.Nugent-Hopkins"	"C"	"EDM"	51	2.0e+07	2015	22	"6"	5	13	.4	1.03	754.73	63	681	749	-68	100	-1.49	484	98.93	19	2.65	117	18	1159.08
5129	"Ryan.O'Reilly"	"C"	"COL"	87	2.0e+07	2009	18	"NA"	7	15	.38	.81	1110.92	117	823	1102	-279	101.08	-1.97	324						
5130	"Ryan.O'Reilly"	"C"	"COL"	74	2.0e+07	2010	19	"NA"	9	10	.59	.66	912.37	89	819	804	15	97.84	4.37	361	101.08	7	-1.97	117	15	1110.92
5131	"Ryan.O'Reilly"	"C"	"COL"	81	2.0e+07	2011	20	"NA"	10	23	.49	1.13	1224.28	134	1232	1024	208	99.83	4.74	400	97.84	9	4.37	89	10	912.37
5133	"Ryan.O'Reilly"	"C"	"COL"	87	2.0e+07	2013	22	"NA"	20	20	.93	.93	1288.93	121	1201	1301	-100	100.39	2.62	484	99.83	10	4.74	134	23	1224.28
5134	"Ryan.O'Reilly"	"C"	"COL"	82	2.0e+07	2014	23	"NA"	12	25	.62	1.29	1160.55	109	983	1152	-169	102.08	4.1	529	100.39	20	2.62	121	20	1288.93
5135	"Ryan.O'Reilly"	"C"	"BUF"	63	2.0e+07	2015	24	"NA"	7	15	.44	.95	947.38	74	822	876	-54	97.73	.64	576	102.08	12	4.1	109	25	1160.55
5605	"Ryan.Potulny"	"C"	"EDM"	63	2.0e+07	2009	25	"0.595"	7	12	.58	.99	729.88	100	629	780	-151	95.89	-.97	625						
5778	"Ryan.Reaves"	"R"	"STL"	69	2.0e+07	2013	26	"0.6"	2	6	.21	.62	578.14	22	413	491	-78	99.68	-8.8	676						
5779	"Ryan.Reaves"	"R"	"STL"	87	2.0e+07	2014	27	"1.125"	7	6	.57	.49	741.82	50	531	609	-78	100.1	-6.55	729	99.68	2	-8.8	22	6	578.14
6371	"Ryan.Shannon"	"C"	"OTT"	67	2.0e+07	2009	26	"0.6"	4	7	.34	.6	705.16	81	666	524	142	94.25	5.18	676						
6372	"Ryan.Shannon"	"C"	"OTT"	79	2.0e+07	2010	27	"0.625"	5	11	.38	.84	789.16	86	750	629	121	99.41	5.69	729	94.25	4	5.18	81	7	705.16
6574	"Ryan.Smyth"	"LC"	"COL/MIN"	64	2.0e+07	2007	31	"7.5"	12	17	.81	1.15	886.89	127	749	739	10	100	2.91	961						
6575	"Ryan.Smyth"	"LC"	"COL"	77	2.0e+07	2008	32	"7.25"	14	20	.76	1.08	1108.22	176	1029	1074	-45	97.67	2.92	1024	100	12	2.91	127	17	886.89
6576	"Ryan.Smyth"	"LC"	"L.A"	72	2.0e+07	2009	33	"6.5"	10	17	.59	1.01	1011.96	150	959	862	97	100.46	3.57	1089	97.67	14	2.92	176	20	1108.22
6577	"Ryan.Smyth"	"LC"	"L.A"	88	2.0e+07	2010	34	"5.5"	13	21	.63	1.01	1242.25	151	1223	1038	185	100.36	4.4	1156	100.46	10	3.57	150	17	1011.96
6578	"Ryan.Smyth"	"LC"	"EDM"	82	2.0e+07	2011	35	"4.5"	14	18	.75	.96	1121.82	143	941	1078	-137	101.75	-.96	1225	100.36	13	4.4	151	21	1242.25
6579	"Ryan.Smyth"	"LC"	"EDM"	47	2.0e+07	2012	36	"2.25"	1	10	.12	1.15	520.89	56	407	531	-124	99.6	-1.49	1296	101.75	14	-.96	143	18	1121.82
6580	"Ryan.Smyth"	"LC"	"EDM"	72	2.0e+07	2013	37	"2.25"	5	11	.38	.85	779.33	94	637	769	-132	98.67	1.73	1369	99.6	1	-1.49	56	10	520.89
6628	"Ryan.Spooner"	"CL"	"BOS"	72	2.0e+07	2015	23	"0.8"	6	22	.43	1.56	845.62	94	724	843	-119	100.91	-3.07	529						
6879	"Ryan.Strome"	"RC"	"NYI"	88	2.0e+07	2014	21	"0.833"	16	28	.9	1.58	1061.72	134	1158	1022	136	101.48	1.01	441						
6880	"Ryan.Strome"	"RC"	"NYI"	60	2.0e+07	2015	22	"0.833"	5	13	.38	.98	796.75	92	825	812	13	99.53	.56	484	101.48	16	1.01	134	28	1061.72
7600	"Ryan.White"	"CR"	"PHI"	63	2.0e+07	2015	27	"0.8"	5	5	.45	.45	666.76	57	549	656	-107	99.12	-5.31	729						
1193	"Ryane.Clowe"	"L"	"S.J"	77	2.0e+07	2008	25	"1.6"	10	15	.58	.86	1041.67	114	1067	825	242	99.15	2.11	625						
1194	"Ryane.Clowe"	"L"	"S.J"	96	2.0e+07	2009	26	"3.5"	14	29	.61	1.27	1374.04	170	1471	1315	156	99.87	2.02	676	99.15	10	2.11	114	15	1041.67
1195	"Ryane.Clowe"	"L"	"S.J"	92	2.0e+07	2010	27	"3.5"	18	34	.79	1.5	1363.18	146	1512	1226	286	100.45	3.15	729	99.87	14	2.02	170	29	1374.04
1196	"Ryane.Clowe"	"L"	"S.J"	81	2.0e+07	2011	28	"3.5"	10	13	.51	.66	1183.26	134	1197	1110	87	97.58	.19	784	100.45	18	3.15	146	34	1363.18
1197	"Ryane.Clowe"	"L"	"NYR/S.J"	42	2.0e+07	2012	29	"4"	2	14	.22	1.54	545.48	74	532	487	45	100.65	2.71	841	97.58	10	.19	134	13	1183.26
1198	"Ryane.Clowe"	"L"	"N.J"	43	2.0e+07	2013	30	"4.85"	3	13	.31	1.33	587.6	57	501	466	35	96.8	-2.82	900	100.65	2	2.71	74	14	545.48
3619	"Saku.Koivu"	"C"	"MTL"	84	2.0e+07	2007	32	"4.75"	8	20	.46	1.16	1035.31	92	960	1024	-64	100.68	1.83	1024						
3620	"Saku.Koivu"	"C"	"MTL"	69	2.0e+07	2008	33	"4.75"	8	22	.6	1.65	802.02	69	761	787	-26	102.59	1.16	1089	100.68	8	1.83	92	20	1035.31
3621	"Saku.Koivu"	"C"	"ANA"	71	2.0e+07	2009	34	"3.25"	11	16	.72	1.04	921.73	56	843	805	38	102.54	5.06	1156	102.59	8	1.16	69	22	802.02
3622	"Saku.Koivu"	"C"	"ANA"	81	2.0e+07	2010	35	"2.5"	12	17	.65	.92	1112.68	59	893	1177	-284	101.2	-1.4	1225	102.54	11	5.06	56	16	921.73
3623	"Saku.Koivu"	"C"	"ANA"	73	2.0e+07	2011	36	"2.5"	10	20	.61	1.22	983.41	69	847	860	-13	102.78	1.4	1296	101.2	12	-1.4	59	17	1112.68
3624	"Saku.Koivu"	"C"	"ANA"	54	2.0e+07	2012	37	"3"	4	15	.34	1.28	701.73	38	618	600	18	100.54	4.13	1369	102.78	10	1.4	69	20	983.41
3625	"Saku.Koivu"	"C"	"ANA"	78	2.0e+07	2013	38	"2.5"	8	16	.53	1.06	906.07	61	776	927	-151	100.67	-5.1	1444	100.54	4	4.13	38	15	701.73
359	"Sam.Bennett"	"C"	"CGY"	68	2.0e+07	2015	19	"0.925"	11	13	.78	.92	849.42	80	793	814	-21	100.36	1.97	361						
2209	"Sam.Gagner"	"C"	"EDM"	79	2.0e+07	2007	18	"0.875"	9	23	.57	1.44	955.3	88	757	888	-131	99.73	-.46	324						
2210	"Sam.Gagner"	"C"	"EDM"	76	2.0e+07	2008	19	"0.875"	10	18	.62	1.12	966.81	107	862	883	-21	101.81	2.47	361	99.73	9	-.46	88	23	955.3
2211	"Sam.Gagner"	"C"	"EDM"	68	2.0e+07	2009	20	"0.875"	8	14	.56	.98	857.25	126	794	852	-58	98.91	3.91	400	101.81	10	2.47	107	18	966.81
2212	"Sam.Gagner"	"C"	"EDM"	68	2.0e+07	2010	21	"2.275"	9	20	.59	1.3	920.42	95	834	904	-70	97.84	3.04	441	98.91	8	3.91	126	14	857.25
2213	"Sam.Gagner"	"C"	"EDM"	75	2.0e+07	2011	22	"2.275"	11	23	.63	1.32	1042.73	103	915	960	-45	102.31	2.48	484	97.84	9	3.04	95	20	920.42
2214	"Sam.Gagner"	"C"	"EDM"	48	2.0e+07	2012	23	"3.2"	7	11	.63	.98	671.17	60	519	684	-165	101.07	-2.05	529	102.31	11	2.48	103	23	1042.73
2215	"Sam.Gagner"	"C"	"EDM"	67	2.0e+07	2013	24	"4.4"	6	17	.38	1.07	954.77	100	794	1001	-207	96.63	.01	576	101.07	7	-2.05	60	11	671.17
2216	"Sam.Gagner"	"C"	"ARI"	81	2.0e+07	2014	25	"5"	8	19	.42	.99	1148.48	130	1146	1058	88	97.56	4.92	625	96.63	6	.01	100	17	954.77
5831	"Sam.Reinhart"	"CR"	"BUF"	71	2.0e+07	2015	19	"0.925"	12	14	.77	.9	937.19	99	861	818	43	99.43	5.06	361						
3428	"Sami.Kapanen"	"RL"	"PHI"	90	2.0e+07	2007	34	"NA"	6	3	.4	.2	907.97	77	694	855	-161	97.63	-2.46	1156						
5230	"Samuel.Pahlsson"	"C"	"ANA"	62	2.0e+07	2007	29	"1.4"	2	7	.15	.53	787.83	63	511	619	-108	98.99	-8.54	841						
5231	"Samuel.Pahlsson"	"C"	"ANA/CHI"	82	2.0e+07	2008	30	"1.4"	7	10	.43	.61	983.75	64	675	839	-164	98.42	-8.87	900	98.99	2	-8.54	63	7	787.83
5232	"Samuel.Pahlsson"	"C"	"CBJ"	78	2.0e+07	2009	31	"2.65"	2	9	.12	.56	969.99	81	705	809	-104	98.5	-1.45	961	98.42	7	-8.87	64	10	983.75
5233	"Samuel.Pahlsson"	"C"	"CBJ"	82	2.0e+07	2010	32	"2.65"	5	10	.31	.63	956.17	85	728	825	-97	96.15	-5.21	1024	98.5	2	-1.45	81	9	969.99
5234	"Samuel.Pahlsson"	"C"	"CBJ/VAN"	85	2.0e+07	2011	33	"2.65"	4	12	.24	.72	994.75	90	791	888	-97	99.5	-4.11	1089	96.15	5	-5.21	85	10	956.17
2459	"Scott.Gomez"	"C"	"NYR"	91	2.0e+07	2007	27	"10"	11	33	.53	1.58	1254.14	173	1302	1014	288	100.74	3.36	729						
2460	"Scott.Gomez"	"C"	"NYR"	84	2.0e+07	2008	28	"8"	8	26	.39	1.27	1229	178	1363	1084	279	98.05	6	784	100.74	11	3.36	173	33	1254.14
2461	"Scott.Gomez"	"C"	"MTL"	97	2.0e+07	2009	29	"8"	7	35	.3	1.52	1384.24	151	1363	1396	-33	100.71	4	841	98.05	8	6	178	26	1229
2462	"Scott.Gomez"	"C"	"MTL"	87	2.0e+07	2010	30	"8"	4	16	.19	.78	1238.12	125	1352	1195	157	96.89	3.18	900	100.71	7	4	151	35	1384.24
2464	"Scott.Gomez"	"C"	"S.J"	48	2.0e+07	2012	32	"0.7"	2	6	.23	.68	529.03	50	502	516	-14	97.01	-2.45	1024	96.89	4	3.18	125	16	1238.12
2465	"Scott.Gomez"	"C"	"FLA"	46	2.0e+07	2013	33	"NA"	2	8	.23	.91	526.35	47	425	454	-29	96.85	-2.24	1089	97.01	2	-2.45	50	6	529.03
2466	"Scott.Gomez"	"C"	"N.J"	58	2.0e+07	2014	34	"0.55"	6	12	.46	.91	787.29	50	643	722	-79	100.66	1.73	1156	96.85	2	-2.24	47	8	526.35
2816	"Scott.Hartnell"	"L"	"PHI"	97	2.0e+07	2007	25	"5.2"	11	17	.54	.83	1228.88	145	1040	1193	-153	100.26	.16	625						
2817	"Scott.Hartnell"	"L"	"PHI"	88	2.0e+07	2008	26	"4.7"	22	22	1.13	1.13	1171.85	157	1127	1255	-128	102.36	-.7	676	100.26	11	.16	145	17	1228.88
2818	"Scott.Hartnell"	"L"	"PHI"	104	2.0e+07	2009	27	"4.2"	11	29	.52	1.37	1269.97	147	1270	1249	21	100.91	.37	729	102.36	22	-.7	157	22	1171.85
2819	"Scott.Hartnell"	"L"	"PHI"	93	2.0e+07	2010	28	"4.2"	19	22	.92	1.07	1236.87	148	1187	1240	-53	101.69	-1.01	784	100.91	11	.37	147	29	1269.97
2820	"Scott.Hartnell"	"L"	"PHI"	93	2.0e+07	2011	29	"3.7"	19	22	.9	1.04	1271.65	156	1337	1173	164	101.25	4.59	841	101.69	19	-1.01	148	22	1236.87
2822	"Scott.Hartnell"	"L"	"PHI"	85	2.0e+07	2013	31	"6"	10	22	.54	1.19	1113.78	150	1206	1023	183	101.29	6.06	961	101.25	19	4.59	156	22	1271.65
2823	"Scott.Hartnell"	"L"	"CBJ"	77	2.0e+07	2014	32	"5"	17	21	.94	1.16	1085.09	139	1041	977	64	99.83	5.92	1024	101.29	10	6.06	150	22	1113.78
2824	"Scott.Hartnell"	"L"	"CBJ"	71	2.0e+07	2015	33	"5"	9	21	.6	1.4	900.33	92	834	846	-12	98.59	2.43	1089	99.83	17	5.92	139	21	1085.09
3933	"Scott.Laughton"	"C"	"PHI"	69	2.0e+07	2015	21	"0.925"	6	13	.54	1.17	664.97	69	566	641	-75	100.47	-4.14	441						
4924	"Scott.Nichol"	"C"	"NSH"	75	2.0e+07	2007	32	"0.75"	7	7	.54	.54	773.52	72	645	637	8	101.63	.22	1024						
4926	"Scott.Nichol"	"C"	"S.J"	93	2.0e+07	2009	34	"0.75"	4	12	.26	.77	929.67	94	755	852	-97	99.62	-5.39	1156	101.63	7	.22	72	7	773.52
4927	"Scott.Nichol"	"C"	"S.J"	71	2.0e+07	2010	35	"0.76"	4	3	.47	.35	514.9	61	365	487	-122	98.04	-10.68	1225	99.62	4	-5.39	94	12	929.67
4928	"Scott.Nichol"	"C"	"STL"	89	2.0e+07	2011	36	"0.6"	3	5	.26	.43	691.14	67	554	522	32	96.13	-1.45	1296	98.04	4	-10.68	61	3	514.9
5324	"Scott.Parse"	"LR"	"L.A"	62	2.0e+07	2009	25	"0.55"	11	11	1.06	1.06	624.62	66	498	535	-37	103.4	-3.16	625						
7444	"Scott.Walker"	"R"	"CAR"	58	2.0e+07	2007	34	"2.5"	8	10	.69	.86	696.77	84	729	575	154	97.31	6.66	1156						
7445	"Scott.Walker"	"R"	"CAR"	59	2.0e+07	2008	35	"2.5"	5	14	.44	1.22	686.77	86	693	580	113	97.67	3.72	1225	97.31	8	6.66	84	10	696.77
7263	"Scottie.Upshall"	"RL"	"PHI"	78	2.0e+07	2007	23	"1.2"	10	14	.65	.91	920.62	127	863	786	77	99.07	7.6	529						
7264	"Scottie.Upshall"	"RL"	"PHI/PHX"	73	2.0e+07	2008	24	"1.25"	10	16	.65	1.04	921.73	153	833	810	23	101.31	4.6	576	99.07	10	7.6	127	14	920.62
7265	"Scottie.Upshall"	"RL"	"PHX"	49	2.0e+07	2009	25	"1.5"	16	11	1.57	1.08	610	81	565	525	40	102.08	-.61	625	101.31	10	4.6	153	16	921.73
7266	"Scottie.Upshall"	"RL"	"CBJ/PHX"	82	2.0e+07	2010	26	"2.25"	20	9	1.19	.53	1011.13	149	1021	836	185	98.85	5.41	676	102.08	16	-.61	81	11	610
7269	"Scottie.Upshall"	"RL"	"FLA"	76	2.0e+07	2013	29	"3.5"	11	17	.69	1.06	961.77	115	866	805	61	100.24	1.81	841	98.85	20	5.41	149	9	1011.13
7270	"Scottie.Upshall"	"RL"	"FLA"	63	2.0e+07	2014	30	"3.5"	7	6	.62	.53	681.23	76	578	561	17	96.54	-.16	900	100.24	11	1.81	115	17	961.77
7271	"Scottie.Upshall"	"RL"	"STL"	61	2.0e+07	2015	31	"0.7"	6	3	.62	.31	577.62	89	509	477	32	98.85	-.19	961	96.54	7	-.16	76	6	681.23
175	"Sean.Avery"	"LR"	"NYR"	65	2.0e+07	2007	27	"NA"	15	18	1.08	1.29	834.93	100	784	670	114	102.33	1.37	729						
176	"Sean.Avery"	"LR"	"DAL/NYR"	47	2.0e+07	2008	28	"3.5"	6	12	.57	1.14	631.49	89	639	551	88	99.92	6.87	784	102.33	15	1.37	100	18	834.93
177	"Sean.Avery"	"LR"	"NYR"	69	2.0e+07	2009	29	"4"	7	14	.51	1.02	827.36	121	787	715	72	98.94	3.08	841	99.92	6	6.87	89	12	631.49
178	"Sean.Avery"	"LR"	"NYR"	80	2.0e+07	2010	30	"4"	3	20	.21	1.39	862.83	138	803	803	0	99.01	1.12	900	98.94	7	3.08	121	14	827.36
394	"Sean.Bergenheim"	"L"	"NYI"	78	2.0e+07	2007	23	"NA"	9	11	.65	.8	826.89	132	804	706	98	99.27	3.9	529						
395	"Sean.Bergenheim"	"L"	"NYI"	59	2.0e+07	2008	24	"0.8"	11	9	.97	.79	682.91	125	694	711	-17	97.53	4.48	576	99.27	9	3.9	132	11	826.89
396	"Sean.Bergenheim"	"L"	"NYI"	63	2.0e+07	2009	25	"0.925"	8	10	.64	.8	749.69	108	722	741	-19	98.7	1.58	625	97.53	11	4.48	125	9	682.91
397	"Sean.Bergenheim"	"L"	"T.B"	96	2.0e+07	2010	26	"0.7"	21	13	1.17	.72	1080.97	184	1131	908	223	97.93	6.42	676	98.7	8	1.58	108	10	749.69
398	"Sean.Bergenheim"	"L"	"FLA"	69	2.0e+07	2011	27	"2.75"	12	7	.79	.46	912.94	158	867	763	104	97.31	5.21	729	97.93	21	6.42	184	13	1080.97
399	"Sean.Bergenheim"	"L"	"FLA"	62	2.0e+07	2013	29	"2.75"	12	11	.88	.81	816.11	140	832	679	153	95.54	2.99	841	97.31	12	5.21	158	7	912.94
400	"Sean.Bergenheim"	"L"	"FLA/MIN"	59	2.0e+07	2014	30	"2.75"	9	8	.75	.67	720.02	95	652	572	80	98.16	2.13	900	95.54	12	2.99	140	11	816.11
1371	"Sean.Couturier"	"C"	"PHI"	88	2.0e+07	2011	18	"0.925"	13	13	.83	.83	940.13	97	753	814	-61	102.39	-2.33	324						
1372	"Sean.Couturier"	"C"	"PHI"	46	2.0e+07	2012	19	"0.925"	4	6	.47	.7	511.48	51	440	471	-31	96.14	1.08	361	102.39	13	-2.33	97	13	940.13
1373	"Sean.Couturier"	"C"	"PHI"	89	2.0e+07	2013	20	"0.925"	11	17	.55	.85	1195.88	125	1101	1150	-49	99.24	-1.3	400	96.14	4	1.08	51	6	511.48
1374	"Sean.Couturier"	"C"	"PHI"	82	2.0e+07	2014	21	"1.5"	10	15	.55	.83	1085.5	102	939	1001	-62	102.73	-1.26	441	99.24	11	-1.3	125	17	1195.88
1375	"Sean.Couturier"	"C"	"PHI"	54	2.0e+07	2015	22	"2"	8	17	.67	1.42	720.3	62	729	625	104	102.24	4.5	484	102.73	10	-1.26	102	15	1085.5
4703	"Sean.Monahan"	"C"	"CGY"	75	2.0e+07	2013	18	"0.925"	18	6	1.11	.37	974.17	95	761	976	-215	98.88	-4.09	324						
4704	"Sean.Monahan"	"C"	"CGY"	92	2.0e+07	2014	19	"0.925"	17	17	.76	.76	1345.22	126	1181	1461	-280	101.17	.43	361	98.88	18	-4.09	95	6	974.17
4705	"Sean.Monahan"	"C"	"CGY"	72	2.0e+07	2015	20	"0.925"	19	17	1.11	.99	1025.45	109	920	1005	-85	101.03	-.3	400	101.17	17	.43	126	17	1345.22
876	"Sergei.Brylin"	"C"	"N.J"	87	2.0e+07	2007	33	"NA"	7	8	.45	.51	941.49	55	680	689	-9	98.63	-3.31	1089						
1975	"Sergei.Fedorov"	"C"	"CBJ/WSH"	75	2.0e+07	2007	37	"NA"	5	16	.34	1.09	882.77	80	779	653	126	98.73	2.15	1369						
1976	"Sergei.Fedorov"	"C"	"WSH"	66	2.0e+07	2008	38	"4"	9	15	.67	1.12	805.67	99	889	641	248	99.28	4.9	1444	98.73	5	2.15	80	16	882.77
3683	"Sergei.Kostitsyn"	"LR"	"MTL"	64	2.0e+07	2007	20	"0.56"	7	19	.55	1.5	760.18	48	621	747	-126	104.58	-1.08	400						
