var1	name	position	team	games	season	season_start	age	salary	goals	assists	goals_sixty	assists_sixty	toi	shots	corsifor	corsiagainst	corsi	pdo	cfrel_percent	age_sq	lagged_pdo	lagged_goals	lagged_cfrel_percent	lagged_shots	lagged_assists	lagged_toi
7417	"Aaron.Voros"	"L"	"NYR"	58	2.0e+07	2008	27	"1.2"	5	8	.56	.9	535.2	47	521	431	90	97.22	2.95	729						
882	"Adam.Burish"	"C"	"CHI"	81	2.0e+07	2007	24	"NA"	3	4	.26	.35	680.21	60	425	547	-122	96.62	-7.24	576						
883	"Adam.Burish"	"C"	"CHI"	83	2.0e+07	2008	25	"0.713"	9	5	.87	.48	622.11	91	499	436	63	100.73	-1.11	625	96.62	3	-7.24	60	4	680.21
885	"Adam.Burish"	"C"	"DAL"	63	2.0e+07	2010	27	"1"	7	6	.56	.48	755.82	75	584	721	-137	100.79	-2.93	729	100.73	9	-1.11	91	5	622.11
886	"Adam.Burish"	"C"	"DAL"	65	2.0e+07	2011	28	"1.3"	6	11	.52	.96	689.02	69	613	623	-10	100.77	.61	784	100.79	7	-2.93	75	6	755.82
1397	"Adam.Cracknell"	"C"	"EDM/VAN"	50	2.0e+07	2015	30	"0.575"	5	5	.52	.52	579.2	59	452	522	-70	99.95	-.92	900						
2694	"Adam.Hall"	"RC"	"T.B"	74	2.0e+07	2008	28	"0.6"	4	4	.39	.39	615.62	75	474	523	-49	97.59	-.12	784						
2695	"Adam.Hall"	"RC"	"T.B"	100	2.0e+07	2010	30	"0.6"	8	11	.43	.6	1106.14	164	865	1000	-135	96.24	-5.29	900	97.59	4	-.12	75	4	615.62
2696	"Adam.Hall"	"RC"	"T.B"	57	2.0e+07	2011	31	"0.6"	2	5	.24	.6	503.8	55	355	440	-85	96.27	-4.17	961	96.24	8	-5.29	164	11	1106.14
2698	"Adam.Hall"	"RC"	"PHI"	87	2.0e+07	2013	33	"0.6"	2	4	.21	.41	579.36	48	424	552	-128	96.03	-7.37	1089	96.27	2	-4.17	55	5	503.8
2932	"Adam.Henrique"	"CL"	"N.J"	98	2.0e+07	2011	21	"0.613"	15	27	.67	1.2	1347.68	117	1123	1021	102	101.49	1.68	441						
2933	"Adam.Henrique"	"CL"	"N.J"	42	2.0e+07	2012	22	"0.525"	5	3	.54	.32	557.02	47	502	376	126	98.12	.41	484	101.49	15	1.68	117	27	1347.68
2934	"Adam.Henrique"	"CL"	"N.J"	77	2.0e+07	2013	23	"2"	15	8	.88	.47	1017.31	77	836	742	94	99.42	-1.87	529	98.12	5	.41	47	3	557.02
2935	"Adam.Henrique"	"CL"	"N.J"	75	2.0e+07	2014	24	"3"	10	13	.6	.78	998.77	93	803	948	-145	101.36	-1.21	576	99.42	15	-1.87	77	8	1017.31
2936	"Adam.Henrique"	"CL"	"N.J"	71	2.0e+07	2015	25	"4"	15	11	.94	.69	956.14	76	681	793	-112	103.74	-.21	625	101.36	10	-1.21	93	13	998.77
4138	"Adam.Lowry"	"LC"	"WPG"	84	2.0e+07	2014	21	"0.818"	11	10	.64	.58	1038.24	89	952	808	144	99.19	2.58	441						
4139	"Adam.Lowry"	"LC"	"WPG"	65	2.0e+07	2015	22	"0.925"	6	9	.48	.71	756.57	52	620	671	-51	96.95	-4.87	484	99.19	11	2.58	89	10	1038.24
4236	"Adam.Mair"	"C"	"BUF"	71	2.0e+07	2007	28	"0.75"	5	12	.51	1.24	582.95	51	391	506	-115	101.42	-6.93	784						
4237	"Adam.Mair"	"C"	"BUF"	75	2.0e+07	2008	29	"0.75"	8	11	.64	.88	751.56	67	622	697	-75	101.58	-2.52	841	101.42	5	-6.93	51	12	582.95
4238	"Adam.Mair"	"C"	"BUF"	74	2.0e+07	2009	30	"0.775"	7	8	.61	.7	684.1	65	570	572	-2	100.49	.67	900	101.58	8	-2.52	67	11	751.56
4239	"Adam.Mair"	"C"	"N.J"	65	2.0e+07	2010	31	"0.515"	1	3	.11	.33	548.63	56	392	447	-55	93.38	-7.26	961	100.49	7	.67	65	8	684.1
258	"Aleksander.Barkov"	"C"	"FLA"	54	2.0e+07	2013	18	"0.925"	4	13	.34	1.1	709.18	62	691	635	56	99	1.09	324						
259	"Aleksander.Barkov"	"C"	"FLA"	71	2.0e+07	2014	19	"0.925"	13	15	.81	.93	964.11	83	873	795	78	99.4	2.25	361	99	4	1.09	62	13	709.18
260	"Aleksander.Barkov"	"C"	"FLA"	57	2.0e+07	2015	20	"0.925"	12	13	.93	1	776.89	92	651	723	-72	102.3	-1.22	400	99.4	13	2.25	83	15	964.11
2904	"Ales.Hemsky"	"R"	"EDM"	74	2.0e+07	2007	24	"3.6"	10	27	.6	1.61	1005.39	117	877	911	-34	100.65	3.66	576						
2905	"Ales.Hemsky"	"R"	"EDM"	72	2.0e+07	2008	25	"3.6"	16	14	1	.87	964.08	115	907	843	64	100.98	6.03	625	100.65	10	3.66	117	27	1005.39
2907	"Ales.Hemsky"	"R"	"EDM"	47	2.0e+07	2010	27	"4.5"	10	15	.95	1.42	632.57	60	551	627	-76	101.03	1.74	729	100.98	16	6.03	115	14	964.08
2908	"Ales.Hemsky"	"R"	"EDM"	69	2.0e+07	2011	28	"5"	9	15	.53	.89	1016.05	109	920	903	17	99.5	3.66	784	101.03	10	1.74	60	15	632.57
2910	"Ales.Hemsky"	"R"	"EDM/OTT"	75	2.0e+07	2013	30	"5.5"	11	16	.7	1.01	946.21	110	889	902	-13	98.74	2.78	900	99.5	9	3.66	109	15	1016.05
2911	"Ales.Hemsky"	"R"	"DAL"	76	2.0e+07	2014	31	"4"	8	14	.56	.98	854.51	112	898	831	67	98.78	-.47	961	98.74	11	2.78	110	16	946.21
2912	"Ales.Hemsky"	"R"	"DAL"	66	2.0e+07	2015	32	"4"	9	13	.74	1.07	728.61	104	779	661	118	97.89	1.17	1024	98.78	8	-.47	112	14	854.51
3699	"Ales.Kotalik"	"RL"	"BUF"	78	2.0e+07	2007	28	"2.5"	10	8	.67	.54	893.38	120	727	702	25	99.28	1.91	784						
3700	"Ales.Kotalik"	"RL"	"BUF/EDM"	75	2.0e+07	2008	29	"2.5"	9	11	.6	.73	900.19	141	794	805	-11	99.77	3.01	841	99.28	10	1.91	120	8	893.38
3701	"Ales.Kotalik"	"RL"	"CGY/NYR"	70	2.0e+07	2009	30	"3"	6	4	.47	.31	762.62	116	693	655	38	96.69	.54	900	99.77	9	3.01	141	11	900.19
890	"Alex.Burmistrov"	"CR"	"ATL"	73	2.0e+07	2010	18	"0.9"	5	11	.36	.8	822.52	77	670	776	-106	98.97	-1.39	324						
891	"Alex.Burmistrov"	"CR"	"WPG"	76	2.0e+07	2011	19	"0.9"	9	12	.55	.74	978.73	87	938	830	108	100.42	3.38	361	98.97	5	-1.39	77	11	822.52
892	"Alex.Burmistrov"	"CR"	"WPG"	44	2.0e+07	2012	20	"0.9"	4	6	.43	.65	556.55	46	509	479	30	100.22	2.81	400	100.42	9	3.38	87	12	978.73
893	"Alex.Burmistrov"	"CR"	"WPG"	72	2.0e+07	2015	23	"1.5"	5	10	.32	.65	924.67	70	756	802	-46	97.77	-4.66	529	100.22	4	2.81	46	6	556.55
903	"Alex.Burrows"	"RL"	"VAN"	82	2.0e+07	2007	26	"0.475"	7	16	.45	1.02	937.54	101	767	790	-23	101.22	1.62	676						
904	"Alex.Burrows"	"RL"	"VAN"	91	2.0e+07	2008	27	"0.525"	23	20	1.2	1.04	1150.3	139	1074	931	143	101.61	6.48	729	101.22	7	1.62	101	16	937.54
905	"Alex.Burrows"	"RL"	"VAN"	94	2.0e+07	2009	28	"2"	23	24	1.1	1.15	1257.59	167	1270	1055	215	103.3	3.83	784	101.61	23	6.48	139	20	1150.3
906	"Alex.Burrows"	"RL"	"VAN"	97	2.0e+07	2010	29	"2"	29	25	1.29	1.11	1346.55	147	1384	1125	259	101.5	3.58	841	103.3	23	3.83	167	24	1257.59
907	"Alex.Burrows"	"RL"	"VAN"	85	2.0e+07	2011	30	"2"	22	17	1.13	.87	1170.97	147	1245	882	363	101.99	7.82	900	101.5	29	3.58	147	25	1346.55
908	"Alex.Burrows"	"RL"	"VAN"	51	2.0e+07	2012	31	"2"	13	10	1.16	.89	674.32	98	691	490	201	104.31	9.25	961	101.99	22	7.82	147	17	1170.97
909	"Alex.Burrows"	"RL"	"VAN"	49	2.0e+07	2013	32	"6"	3	5	.28	.47	637.05	76	686	538	148	96.5	4.69	1024	104.31	13	9.25	98	10	674.32
910	"Alex.Burrows"	"RL"	"VAN"	73	2.0e+07	2014	33	"5"	11	11	.78	.78	846.31	108	825	717	108	96.96	5.58	1089	96.5	3	4.69	76	5	637.05
911	"Alex.Burrows"	"RL"	"VAN"	69	2.0e+07	2015	34	"4"	4	8	.31	.63	767.12	84	649	714	-65	98.45	.65	1156	96.96	11	5.58	108	11	846.31
1106	"Alex.Chiasson"	"R"	"DAL"	85	2.0e+07	2013	22	"0.9"	6	14	.39	.92	916.01	80	822	831	-9	95.61	-1.39	484						
1107	"Alex.Chiasson"	"R"	"OTT"	80	2.0e+07	2014	23	"0.9"	7	11	.51	.8	822.36	73	738	729	9	98.42	.22	529	95.61	6	-1.39	80	14	916.01
1108	"Alex.Chiasson"	"R"	"OTT"	69	2.0e+07	2015	24	"1.2"	4	6	.33	.49	735.12	58	563	725	-162	103.18	-4.74	576	98.42	7	.22	73	11	822.36
2194	"Alex.Frolov"	"LR"	"L.A"	71	2.0e+07	2007	25	"3"	17	27	1.04	1.65	984.62	99	945	991	-46	101.38	5.34	625						
2195	"Alex.Frolov"	"LR"	"L.A"	77	2.0e+07	2008	26	"3.5"	15	12	.9	.72	1000.88	87	936	886	50	98.71	.7	676	101.38	17	5.34	99	27	984.62
2196	"Alex.Frolov"	"LR"	"L.A"	86	2.0e+07	2009	27	"4"	10	19	.5	.95	1195.4	119	1062	956	106	97.23	3.12	729	98.71	15	.7	87	12	1000.88
2197	"Alex.Frolov"	"LR"	"NYR"	43	2.0e+07	2010	28	"3"	6	8	.71	.94	509.21	58	473	471	2	102.42	2.9	784	97.23	10	3.12	119	19	1195.4
2229	"Alex.Galchenyuk"	"LC"	"MTL"	53	2.0e+07	2012	18	"0.925"	10	17	1.02	1.74	586.48	71	590	553	37	103.21	-1.37	324						
2230	"Alex.Galchenyuk"	"LC"	"MTL"	70	2.0e+07	2013	19	"0.925"	9	11	.64	.78	846.92	79	780	869	-89	97.69	.52	361	103.21	10	-1.37	71	17	586.48
2231	"Alex.Galchenyuk"	"LC"	"MTL"	92	2.0e+07	2014	20	"0.925"	16	19	.78	.92	1232.7	122	1245	1189	56	101.99	3.01	400	97.69	9	.52	79	11	846.92
2232	"Alex.Galchenyuk"	"LC"	"MTL"	74	2.0e+07	2015	21	"2.5"	18	14	1.15	.89	940.05	121	975	862	113	100.04	1.65	441	101.99	16	3.01	122	19	1232.7
3524	"Alex.Killorn"	"LR"	"T.B"	38	2.0e+07	2012	23	"0.875"	5	9	.6	1.07	502.46	61	425	453	-28	99.13	.57	529						
3525	"Alex.Killorn"	"LR"	"T.B"	86	2.0e+07	2013	24	"0.875"	12	19	.59	.94	1210.37	142	1124	1059	65	100.6	1.03	576	99.13	5	.57	61	9	502.46
3526	"Alex.Killorn"	"LR"	"T.B"	97	2.0e+07	2014	25	"2.4"	19	27	.85	1.21	1343.73	140	1271	1083	188	100.05	2.52	625	100.6	12	1.03	142	19	1210.37
3527	"Alex.Killorn"	"LR"	"T.B"	72	2.0e+07	2015	26	"2.7"	6	19	.37	1.18	965.13	93	910	810	100	101.1	1.55	676	100.05	19	2.52	140	27	1343.73
3703	"Alex.Kovalev"	"R"	"MTL"	94	2.0e+07	2007	34	"4.5"	17	20	.83	.98	1224.95	135	1110	1182	-72	102.27	2.29	1156						
3704	"Alex.Kovalev"	"R"	"MTL"	82	2.0e+07	2008	35	"4.5"	16	16	.91	.91	1050.67	122	967	1030	-63	101.2	.59	1225	102.27	17	2.29	135	20	1224.95
3705	"Alex.Kovalev"	"R"	"OTT"	76	2.0e+07	2009	36	"5"	12	19	.68	1.08	1060.1	106	984	942	42	97.52	-1.89	1296	101.2	16	.59	122	16	1050.67
3706	"Alex.Kovalev"	"R"	"OTT/PIT"	81	2.0e+07	2010	37	"5"	10	14	.58	.81	1043.02	101	994	934	60	98.73	-1.31	1369	97.52	12	-1.89	106	19	1060.1
5195	"Alex.Ovechkin"	"LR"	"WSH"	89	2.0e+07	2007	21	"0.984"	37	27	1.53	1.12	1449.85	275	1605	1171	434	101.87	4.1	441						
5196	"Alex.Ovechkin"	"LR"	"WSH"	93	2.0e+07	2008	22	"9"	35	28	1.43	1.14	1472.77	336	1753	1315	438	100.77	4.47	484	101.87	37	4.1	275	27	1449.85
5197	"Alex.Ovechkin"	"LR"	"WSH"	78	2.0e+07	2009	23	"9"	35	37	1.72	1.82	1217.48	235	1468	1054	414	104.76	7.02	529	100.77	35	4.47	336	28	1472.77
5198	"Alex.Ovechkin"	"LR"	"WSH"	87	2.0e+07	2010	24	"9"	19	31	.82	1.33	1398.19	236	1526	1260	266	100.36	4.81	576	104.76	35	7.02	235	37	1217.48
5199	"Alex.Ovechkin"	"LR"	"WSH"	92	2.0e+07	2011	25	"9"	22	17	.92	.71	1427.17	216	1283	1497	-214	100.98	-2.9	625	100.36	19	4.81	236	31	1398.19
5200	"Alex.Ovechkin"	"LR"	"WSH"	55	2.0e+07	2012	26	"9"	14	13	.98	.91	855.3	141	863	854	9	100.99	.64	676	100.98	22	-2.9	216	17	1427.17
5201	"Alex.Ovechkin"	"LR"	"WSH"	78	2.0e+07	2013	27	"9"	21	9	1.11	.47	1138.18	203	1110	1141	-31	96.49	2.46	729	100.99	14	.64	141	13	855.3
5202	"Alex.Ovechkin"	"LR"	"WSH"	95	2.0e+07	2014	28	"10"	25	19	1.01	.77	1483.28	240	1570	1346	224	99.3	3.99	784	96.49	21	2.46	203	9	1138.18
5203	"Alex.Ovechkin"	"LR"	"WSH"	70	2.0e+07	2015	29	"10"	22	13	1.24	.73	1064.88	177	1061	985	76	102.75	2.58	841	99.3	25	3.99	240	19	1483.28
6741	"Alex.Steen"	"LC"	"MTL/TOR"	77	2.0e+07	2007	23	"NA"	10	17	.62	1.05	969.78	126	920	885	35	99.82	-1.29	529						
6742	"Alex.Steen"	"LC"	"STL/TOR"	84	2.0e+07	2008	24	"1.7"	3	11	.18	.66	996.77	127	871	906	-35	97.48	-.84	576	99.82	10	-1.29	126	17	969.78
6743	"Alex.Steen"	"LC"	"STL"	68	2.0e+07	2009	25	"1.7"	14	14	1.07	1.07	787.13	106	677	679	-2	102.63	-1.61	625	97.48	3	-.84	127	11	996.77
6744	"Alex.Steen"	"LC"	"STL"	72	2.0e+07	2010	26	"2.75"	16	20	.92	1.16	1038.47	128	1056	809	247	97.74	6.57	676	102.63	14	-1.61	106	14	787.13
6745	"Alex.Steen"	"LC"	"STL"	52	2.0e+07	2011	27	"3.567"	12	11	1.01	.93	710.58	108	779	552	227	103.8	8.32	729	97.74	16	6.57	128	20	1038.47
6746	"Alex.Steen"	"LC"	"STL"	46	2.0e+07	2012	28	"3.567"	5	13	.45	1.18	659.94	92	627	518	109	100.64	3.24	784	103.8	12	8.32	108	11	710.58
6747	"Alex.Steen"	"LC"	"STL"	74	2.0e+07	2013	29	"3.567"	24	14	1.37	.8	1051.17	128	1088	830	258	98.6	5.11	841	100.64	5	3.24	92	13	659.94
6748	"Alex.Steen"	"LC"	"STL"	80	2.0e+07	2014	30	"5.1"	14	23	.75	1.24	1112.6	142	1113	978	135	100.41	1.29	900	98.6	24	5.11	128	14	1051.17
6749	"Alex.Steen"	"LC"	"STL"	61	2.0e+07	2015	31	"5.8"	12	11	.82	.75	879.73	90	790	818	-28	101.12	-2.63	961	100.41	14	1.29	142	23	1112.6
7044	"Alex.Tanguay"	"LR"	"CGY"	85	2.0e+07	2007	27	"5.375"	12	28	.63	1.47	1140.98	89	1056	918	138	101.78	1.96	729						
7045	"Alex.Tanguay"	"LR"	"MTL"	52	2.0e+07	2008	28	"5.375"	11	13	1.1	1.3	600.31	40	542	610	-68	107.23	-2.05	784	101.78	12	1.96	89	28	1140.98
7046	"Alex.Tanguay"	"LR"	"T.B"	79	2.0e+07	2009	29	"2.5"	6	20	.36	1.2	1001.12	69	894	917	-23	100.49	2.57	841	107.23	11	-2.05	40	13	600.31
7047	"Alex.Tanguay"	"LR"	"CGY"	79	2.0e+07	2010	30	"1.7"	17	27	.93	1.47	1099.5	64	988	1001	-13	101.86	-2.89	900	100.49	6	2.57	69	20	1001.12
7048	"Alex.Tanguay"	"LR"	"CGY"	64	2.0e+07	2011	31	"3.5"	10	20	.71	1.42	843.7	45	721	867	-146	104.49	-3.21	961	101.86	17	-2.89	64	27	1099.5
7049	"Alex.Tanguay"	"LR"	"CGY"	40	2.0e+07	2012	32	"3.5"	7	9	.72	.93	580.03	23	479	538	-59	96.41	-2.47	1024	104.49	10	-3.21	45	20	843.7
7051	"Alex.Tanguay"	"LR"	"COL"	80	2.0e+07	2014	34	"3.5"	17	19	.96	1.07	1066.18	49	867	1168	-301	101.99	-.53	1156	96.41	7	-2.47	23	9	580.03
7052	"Alex.Tanguay"	"LR"	"ARI/COL"	60	2.0e+07	2015	35	"3.5"	6	15	.47	1.18	759.8	42	698	834	-136	102.72	2.37	1225	101.99	17	-.53	49	19	1066.18
5718	"Alexander.Radulov"	"R"	"NSH"	87	2.0e+07	2007	21	"NA"	21	30	1.14	1.63	1104.28	132	1031	963	68	102.52	2.71	441						
6329	"Alexander.Semin"	"R"	"WSH"	70	2.0e+07	2007	23	"NA"	17	9	1.22	.65	834.32	118	848	678	170	98.22	.1	529						
6330	"Alexander.Semin"	"R"	"WSH"	76	2.0e+07	2008	24	"4.2"	26	20	1.55	1.19	1005.52	175	1105	845	260	101.07	2.64	576	98.22	17	.1	118	9	834.32
6331	"Alexander.Semin"	"R"	"WSH"	79	2.0e+07	2009	25	"5"	30	24	1.64	1.31	1097.95	197	1282	1050	232	104.32	1.8	625	101.07	26	2.64	175	20	1005.52
6332	"Alexander.Semin"	"R"	"WSH"	73	2.0e+07	2010	26	"6"	22	15	1.35	.92	981.31	139	1025	862	163	104.15	3.61	676	104.32	30	1.8	197	24	1097.95
6333	"Alexander.Semin"	"R"	"WSH"	91	2.0e+07	2011	27	"6.7"	18	24	.84	1.12	1282.22	158	1241	1179	62	101.16	4.68	729	104.15	22	3.61	139	15	981.31
6334	"Alexander.Semin"	"R"	"CAR"	44	2.0e+07	2012	28	"7"	7	22	.61	1.91	690.15	99	741	730	11	104.55	-1.62	784	101.16	18	4.68	158	24	1282.22
6335	"Alexander.Semin"	"R"	"CAR"	65	2.0e+07	2013	29	"7"	12	14	.74	.86	979.1	134	1118	907	211	100.32	6.38	841	104.55	7	-1.62	99	22	690.15
6336	"Alexander.Semin"	"R"	"CAR"	57	2.0e+07	2014	30	"7"	6	9	.46	.69	782.67	72	769	607	162	97.49	3.13	900	100.32	12	6.38	134	14	979.1
7565	"Alexander.Wennberg"	"C"	"CBJ"	68	2.0e+07	2014	19	"0.925"	1	11	.07	.82	801.19	64	671	705	-34	95.63	.22	361						
7566	"Alexander.Wennberg"	"C"	"CBJ"	60	2.0e+07	2015	20	"0.925"	5	12	.41	.99	725.98	48	659	692	-33	99.56	.43	400	95.63	1	.22	64	11	801.19
5560	"Alexei.Ponikarovsky"	"L"	"TOR"	66	2.0e+07	2007	27	"1.575"	13	11	.93	.78	841.59	106	884	697	187	99.6	5.01	729						
5561	"Alexei.Ponikarovsky"	"L"	"TOR"	81	2.0e+07	2008	28	"2.24"	18	26	1.07	1.55	1007.85	128	1085	918	167	99.63	5.27	784	99.6	13	5.01	106	11	841.59
5562	"Alexei.Ponikarovsky"	"L"	"PIT/TOR"	88	2.0e+07	2009	29	"2.5"	17	23	.92	1.25	1107.18	150	1265	920	345	97.87	4.64	841	99.63	18	5.27	128	26	1007.85
5563	"Alexei.Ponikarovsky"	"L"	"L.A"	65	2.0e+07	2010	30	"3.2"	5	8	.44	.71	679.91	83	618	580	38	100.89	.8	900	97.87	17	4.64	150	23	1107.18
5564	"Alexei.Ponikarovsky"	"L"	"CAR/N.J"	106	2.0e+07	2011	31	"1.5"	11	23	.48	1	1380.32	149	1230	1037	193	100.08	4.89	961	100.89	5	.8	83	8	679.91
3971	"Anders.Lee"	"LC"	"NYI"	81	2.0e+07	2014	24	"0.851"	17	14	1.05	.87	969.5	146	1072	931	141	99.84	1.27	576						
3972	"Anders.Lee"	"LC"	"NYI"	71	2.0e+07	2015	25	"2"	5	12	.36	.85	843.86	116	856	779	77	98.64	3.3	625	99.84	17	1.27	146	14	969.5
880	"Andre.Burakovsky"	"CL"	"WSH"	64	2.0e+07	2014	19	"0.925"	9	11	.74	.91	727.12	65	765	652	113	102.12	4.14	361						
881	"Andre.Burakovsky"	"CL"	"WSH"	69	2.0e+07	2015	20	"0.925"	15	14	1.11	1.03	813.22	79	782	754	28	101.17	.64	400	102.12	9	4.14	65	11	727.12
4342	"Andreas.Martinsen"	"F"	"COL"	49	2.0e+07	2015	25	"0.743"	4	6	.45	.67	534.18	42	383	505	-122	102.51	-1.36	625						
4981	"Andreas.Nodl"	"LR"	"PHI"	69	2.0e+07	2010	23	"0.735"	8	10	.59	.73	816.97	82	779	785	-6	101.51	.19	529						
4982	"Andreas.Nodl"	"LR"	"CAR/PHI"	60	2.0e+07	2011	24	"0.845"	3	5	.27	.45	659.86	59	578	638	-60	98.82	-2.11	576	101.51	8	.19	82	10	816.97
3678	"Andrei.Kostitsyn"	"LR"	"MTL"	90	2.0e+07	2007	22	"NA"	18	22	1	1.22	1080.8	111	996	1002	-6	102.77	3.96	484						
3679	"Andrei.Kostitsyn"	"LR"	"MTL"	78	2.0e+07	2008	23	"3.25"	16	7	1.06	.46	909.38	120	882	880	2	99.63	3.13	529	102.77	18	3.96	111	22	1080.8
3680	"Andrei.Kostitsyn"	"LR"	"MTL"	78	2.0e+07	2009	24	"3.25"	10	18	.6	1.08	1000.38	114	884	1004	-120	102.34	.66	576	99.63	16	3.13	120	7	909.38
3681	"Andrei.Kostitsyn"	"LR"	"MTL"	87	2.0e+07	2010	25	"3.25"	14	18	.72	.92	1172.09	166	1140	1166	-26	100.69	-2.2	625	102.34	10	.66	114	18	1000.38
3682	"Andrei.Kostitsyn"	"LR"	"MTL/NSH"	80	2.0e+07	2011	26	"3.25"	14	19	.8	1.08	1054.54	103	932	999	-67	102	-.22	676	100.69	14	-2.2	166	18	1172.09
4121	"Andrei.Loktionov"	"CL"	"CAR/N.J"	68	2.0e+07	2013	23	"0.725"	5	11	.39	.87	760.98	60	662	539	123	99.48	3.42	529						
4915	"Andrej.Nestrasil"	"C"	"CAR/DET"	54	2.0e+07	2014	23	"0.55"	5	9	.48	.86	630.02	66	647	503	144	99.1	2.67	529						
4916	"Andrej.Nestrasil"	"C"	"CAR"	55	2.0e+07	2015	24	"0.875"	5	13	.43	1.11	705.59	86	677	551	126	100.28	4.49	576	99.1	5	2.67	66	9	630.02
865	"Andrew.Brunette"	"LR"	"COL"	92	2.0e+07	2007	34	"NA"	13	29	.71	1.58	1100.72	88	877	1020	-143	101.89	-1.9	1156						
866	"Andrew.Brunette"	"LR"	"MIN"	80	2.0e+07	2008	35	"2.5"	13	17	.73	.96	1062.15	71	925	937	-12	99.7	3.25	1225	101.89	13	-1.9	88	29	1100.72
867	"Andrew.Brunette"	"LR"	"MIN"	82	2.0e+07	2009	36	"2.5"	12	21	.67	1.17	1074.78	62	948	882	66	100.77	5.49	1296	99.7	13	3.25	71	17	1062.15
868	"Andrew.Brunette"	"LR"	"MIN"	82	2.0e+07	2010	37	"2"	9	16	.5	.88	1086.47	65	860	1011	-151	101.28	1	1369	100.77	12	5.49	62	21	1074.78
869	"Andrew.Brunette"	"LR"	"CHI"	84	2.0e+07	2011	38	"2"	8	12	.51	.77	934.33	55	823	826	-3	96.06	-4.65	1444	101.28	9	1	65	16	1086.47
1223	"Andrew.Cogliano"	"C"	"EDM"	82	2.0e+07	2007	20	"0.85"	12	20	.87	1.45	826.01	62	631	839	-208	102.5	-4.45	400						
1224	"Andrew.Cogliano"	"C"	"EDM"	82	2.0e+07	2008	21	"0.85"	13	14	.84	.9	928.73	76	794	873	-79	101.36	.06	441	102.5	12	-4.45	62	20	826.01
1225	"Andrew.Cogliano"	"C"	"EDM"	81	2.0e+07	2009	22	"0.85"	9	14	.55	.85	982.48	112	873	1041	-168	100.78	.98	484	101.36	13	.06	76	14	928.73
1226	"Andrew.Cogliano"	"C"	"EDM"	82	2.0e+07	2010	23	"1"	9	15	.5	.84	1071.86	84	906	1011	-105	97.66	1.25	529	100.78	9	.98	112	14	982.48
1227	"Andrew.Cogliano"	"C"	"ANA"	81	2.0e+07	2011	24	"2.15"	11	12	.68	.74	976.01	89	831	909	-78	99.78	-1.25	576	97.66	9	1.25	84	15	1071.86
1228	"Andrew.Cogliano"	"C"	"ANA"	55	2.0e+07	2012	25	"2.35"	9	11	.74	.91	728.4	67	663	606	57	101.59	6.24	625	99.78	11	-1.25	89	12	976.01
1229	"Andrew.Cogliano"	"C"	"ANA"	95	2.0e+07	2013	26	"2.67"	15	22	.76	1.12	1180.21	126	1056	1138	-82	100.06	-1.64	676	101.59	9	6.24	67	11	728.4
1230	"Andrew.Cogliano"	"C"	"ANA"	98	2.0e+07	2014	27	"2.7"	14	17	.69	.84	1220.31	140	1145	1084	61	99.76	.05	729	100.06	15	-1.64	126	22	1180.21
1231	"Andrew.Cogliano"	"C"	"ANA"	72	2.0e+07	2015	28	"2.9"	4	16	.28	1.12	858.72	95	842	726	116	98.54	.96	784	99.76	14	.05	140	17	1220.31
1557	"Andrew.Desjardins"	"C"	"S.J"	81	2.0e+07	2011	25	"0.54"	5	12	.42	1.01	709.93	79	689	656	33	99.94	-1.05	625						
1559	"Andrew.Desjardins"	"C"	"S.J"	88	2.0e+07	2013	27	"0.75"	3	16	.21	1.13	848.33	85	726	752	-26	98.02	-4.84	729	99.94	5	-1.05	79	12	709.93
1560	"Andrew.Desjardins"	"C"	"CHI/S.J"	90	2.0e+07	2014	28	"0.75"	6	7	.39	.45	926.51	73	781	877	-96	99.17	-4.89	784	98.02	3	-4.84	85	16	848.33
1561	"Andrew.Desjardins"	"C"	"CHI"	68	2.0e+07	2015	29	"0.8"	5	4	.39	.31	764.42	77	686	686	0	96.63	-.93	841	99.17	6	-4.89	73	7	926.51
1767	"Andrew.Ebbett"	"C"	"ANA"	61	2.0e+07	2008	25	"0.475"	3	20	.26	1.72	696.25	83	669	595	74	102.65	3.95	625						
1768	"Andrew.Ebbett"	"C"	"ANA/CHI/MIN"	61	2.0e+07	2009	26	"0.5"	6	3	.56	.28	646.2	59	553	614	-61	98.34	-1.35	676	102.65	3	3.95	83	20	696.25
3827	"Andrew.Ladd"	"L"	"CAR/CHI"	63	2.0e+07	2007	21	"NA"	13	11	1.13	.95	691.3	101	631	601	30	102.65	1.99	441						
3828	"Andrew.Ladd"	"L"	"CHI"	99	2.0e+07	2008	22	"1.45"	16	29	.78	1.41	1234.9	200	1170	954	216	101.14	1.19	484	102.65	13	1.99	101	11	691.3
3829	"Andrew.Ladd"	"L"	"CHI"	101	2.0e+07	2009	23	"1.65"	20	21	.95	.99	1267.78	144	1243	1044	199	98.47	-1.72	529	101.14	16	1.19	200	29	1234.9
3830	"Andrew.Ladd"	"L"	"ATL"	80	2.0e+07	2010	24	"2.35"	14	19	.75	1.01	1127.07	113	1176	1115	61	98.56	3.85	576	98.47	20	-1.72	144	21	1267.78
3831	"Andrew.Ladd"	"L"	"WPG"	82	2.0e+07	2011	25	"4"	22	13	1.11	.65	1191.47	188	1275	1050	225	97.98	6.63	625	98.56	14	3.85	113	19	1127.07
